FSSAI_Chemical_Score,Quality_Score_0_100,Peroxidase_Activity,ENose_Sensor_S02,Formalin_Test,ENose_Sensor_S01,Formaldehyde_ppm,FFA_Linoleic_C18_2_pct,Adulteration_Index,Adulterated
67.38,50.52,1,0.2229,0,0.2382,0.0044,42.8218,0.5684,1
100.0,91.76,1,0.2918,0,0.2124,0.0454,3.2139,0.0275,0
100.0,94.41,1,0.2982,0,0.2269,0.0161,1.606,0.0221,0
97.19,94.72,1,0.28,0,0.2053,0.0167,3.4223,0.0,0
99.87,94.31,1,0.2551,0,0.239,0.0117,3.7207,0.0105,0
100.0,87.53,1,0.2305,0,0.2377,0.0436,3.7541,0.0,0
98.13,99.68,1,0.2497,0,0.2394,0.032,2.9169,0.0,0
97.85,92.83,1,0.2162,0,0.2912,0.0022,3.1104,0.0471,0
98.31,100.0,1,0.2444,0,0.2711,0.0458,2.8909,0.0255,0
100.0,86.9,1,0.2744,0,0.2888,0.0466,2.5646,0.0058,0
100.0,89.63,1,0.2282,0,0.2371,0.0275,1.7514,0.0424,0
98.34,96.2,1,0.2635,0,0.2793,0.0157,1.9121,0.046,0
99.9,97.08,1,0.2009,0,0.2284,0.008,2.0104,0.0251,0
100.0,89.39,1,0.2206,0,0.2399,0.0131,2.0992,0.0212,0
99.33,90.33,1,0.2408,0,0.274,0.0438,3.4146,0.0159,0
99.08,96.76,1,0.2186,0,0.2951,0.0103,2.4721,0.0,0
100.0,90.96,1,0.2613,0,0.2177,0.0075,1.8514,0.0,0
100.0,91.83,1,0.2236,0,0.2678,0.0164,3.1348,0.0,0
100.0,97.35,1,0.2335,0,0.2791,0.0151,2.288,0.0154,0
100.0,92.36,1,0.2687,0,0.2551,0.037,3.1252,0.0333,0
100.0,90.89,1,0.207,0,0.2161,0.0192,1.721,0.0,0
98.27,94.97,1,0.2074,0,0.2307,0.0102,1.538,0.0,0
100.0,92.94,1,0.291,0,0.209,0.0072,3.8981,0.0,0
99.74,88.44,1,0.257,0,0.2893,0.0248,1.8028,0.0082,0
100.0,95.83,1,0.2743,0,0.2325,0.0474,1.5235,0.0,0
100.0,86.24,1,0.2243,0,0.2769,0.0207,3.7357,0.0,0
100.0,90.15,1,0.2676,0,0.2133,0.0018,3.485,0.0445,0
100.0,93.91,1,0.2744,0,0.2347,0.0137,1.8969,0.0374,0
98.16,88.28,1,0.2504,0,0.2991,0.0164,2.2289,0.047,0
100.0,95.05,1,0.2626,0,0.2927,0.031,3.8285,0.0314,0
97.7,92.04,1,0.2565,0,0.2102,0.0434,3.4532,0.0,0
100.0,95.66,1,0.2644,0,0.2543,0.0482,3.902,0.0,0
100.0,96.73,1,0.2724,0,0.233,0.0118,3.6688,0.0,0
100.0,96.63,1,0.2008,0,0.2619,0.0427,1.9294,0.0323,0
100.0,93.38,1,0.2528,0,0.2853,0.0048,3.1383,0.0,0
100.0,89.46,1,0.2898,0,0.2393,0.0282,3.8988,0.0226,0
100.0,98.5,1,0.2994,0,0.2807,0.0173,1.9571,0.0,0
99.92,91.48,1,0.2841,0,0.272,0.0061,1.7784,0.0345,0
100.0,95.53,1,0.2078,0,0.2229,0.0097,2.9326,0.0,0
100.0,92.0,1,0.2284,0,0.2294,0.0134,3.8993,0.0,0
97.95,93.3,1,0.2721,0,0.29,0.0359,2.9039,0.0142,0
97.21,97.38,1,0.2085,0,0.2901,0.0495,2.5923,0.0493,0
77.29,73.08,1,0.2777,0,0.2976,0.0016,2.3932,0.7214,1
100.0,91.75,1,0.233,0,0.2855,0.04,3.6646,0.0,0
100.0,86.29,1,0.2749,0,0.2988,0.0256,2.6385,0.0416,0
100.0,98.66,1,0.2634,0,0.2657,0.0058,2.1055,0.0218,0
98.79,90.34,1,0.2555,0,0.238,0.0116,2.5826,0.035,0
100.0,92.5,1,0.2205,0,0.2279,0.0213,2.3899,0.0104,0
100.0,90.68,1,0.2687,0,0.2167,0.0362,2.5306,0.0155,0
98.92,98.93,1,0.2795,0,0.238,0.012,1.7984,0.0,0
97.94,96.74,1,0.2186,0,0.2579,0.032,2.8917,0.0313,0
99.88,90.41,1,0.2912,0,0.2208,0.0137,2.8648,0.0266,0
100.0,90.86,1,0.207,0,0.2391,0.0412,3.4736,0.0194,0
100.0,89.51,1,0.2002,0,0.2949,0.0153,1.5056,0.0264,0
100.0,91.66,1,0.2508,0,0.2537,0.0411,1.5795,0.0233,0
100.0,87.94,1,0.2354,0,0.2991,0.0161,3.3711,0.0324,0
99.98,92.55,1,0.286,0,0.2779,0.0274,2.4045,0.0132,0
100.0,90.79,1,0.2689,0,0.211,0.0395,1.7197,0.0034,0
99.68,87.4,1,0.2871,0,0.2589,0.0048,3.3086,0.0469,0
63.94,66.8,1,0.7623,0,0.7026,0.0084,3.6898,0.6612,1
97.61,93.09,1,0.281,0,0.2676,0.0478,2.7434,0.0,0
97.36,94.76,1,0.2084,0,0.2292,0.0091,2.4606,0.0426,0
99.51,96.61,1,0.2827,0,0.2139,0.0449,1.8731,0.0,0
100.0,96.6,1,0.2389,0,0.2724,0.0257,1.8673,0.0019,0
100.0,92.56,1,0.2336,0,0.2512,0.0054,3.1568,0.0,0
97.43,94.62,1,0.2373,0,0.2828,0.0238,2.3401,0.0134,0
100.0,87.99,1,0.2526,0,0.2322,0.028,3.7978,0.0,0
99.11,90.1,1,0.2426,0,0.2892,0.0077,1.6417,0.0254,0
100.0,93.85,1,0.298,0,0.2884,0.0382,1.6413,0.0063,0
100.0,95.74,1,0.2516,0,0.2268,0.0058,3.9482,0.0,0
100.0,91.26,1,0.2243,0,0.2424,0.0052,3.885,0.0,0
100.0,94.94,1,0.2715,0,0.2554,0.0287,1.9442,0.0032,0
100.0,90.05,1,0.2919,0,0.2786,0.0417,3.6539,0.013,0
97.95,95.65,1,0.2061,0,0.2635,0.0307,3.7038,0.0153,0
68.21,50.38,1,0.2807,0,0.2858,0.0023,3.8112,0.5873,1
100.0,89.89,1,0.245,0,0.2672,0.0219,1.8847,0.035,0
100.0,92.54,1,0.2636,0,0.2781,0.0361,1.6228,0.0183,0
100.0,89.21,1,0.2365,0,0.2933,0.0132,1.7175,0.0331,0
99.15,96.59,1,0.2276,0,0.2795,0.0348,3.7781,0.0,0
98.66,87.69,1,0.2289,0,0.2248,0.0197,3.4905,0.0,0
100.0,92.69,1,0.2293,0,0.2817,0.0483,2.446,0.0451,0
98.21,93.23,1,0.2883,0,0.2911,0.0242,3.6552,0.0434,0
99.18,96.71,1,0.2487,0,0.2696,0.0425,3.7788,0.0,0
100.0,92.41,1,0.2719,0,0.2304,0.0174,2.7867,0.0,0
100.0,92.34,1,0.298,0,0.3,0.037,2.029,0.0417,0
100.0,90.2,1,0.2293,0,0.2118,0.0163,3.8985,0.0,0
100.0,94.25,1,0.2001,0,0.2739,0.0142,1.8439,0.05,0
99.27,90.37,1,0.2751,0,0.2735,0.0088,3.3776,0.0,0
97.75,89.51,1,0.239,0,0.2012,0.032,3.27,0.0,0
100.0,95.9,1,0.2866,0,0.2924,0.0239,1.5663,0.0,0
100.0,99.39,1,0.2321,0,0.2603,0.018,3.0829,0.0,0
100.0,96.0,1,0.21,0,0.2457,0.0028,3.4529,0.0,0
100.0,95.6,1,0.2543,0,0.2907,0.033,1.9866,0.0287,0
100.0,93.62,1,0.2662,0,0.2936,0.0343,3.1256,0.0,0
98.2,91.23,1,0.2432,0,0.2474,0.016,1.7554,0.0474,0
100.0,86.47,1,0.279,0,0.235,0.033,3.2766,0.0406,0
76.04,66.13,1,0.2866,0,0.2091,0.044,3.9514,0.6127,1
100.0,93.08,1,0.2025,0,0.2787,0.0174,3.3829,0.0,0
98.31,94.0,1,0.2842,0,0.2965,0.036,2.0127,0.0314,0
98.0,93.56,1,0.2777,0,0.2495,0.0423,3.0045,0.0,0
99.31,94.55,1,0.2049,0,0.2185,0.0219,2.872,0.0,0
62.82,60.41,0,0.2907,0,0.2979,0.0077,1.7945,0.7293,1
100.0,98.64,1,0.2267,0,0.2207,0.002,2.9976,0.0486,0
98.98,97.83,1,0.2845,0,0.226,0.037,2.8801,0.0243,0
97.06,88.28,1,0.24,0,0.2586,0.0261,1.7884,0.0196,0
100.0,90.9,1,0.2888,0,0.2279,0.0088,2.2632,0.0,0
100.0,93.87,1,0.2671,0,0.2206,0.0006,3.5726,0.0,0
98.89,98.71,1,0.2576,0,0.2682,0.0213,3.4568,0.0502,0
100.0,94.82,1,0.2416,0,0.2915,0.0215,1.6049,0.0,0
100.0,94.48,1,0.2139,0,0.2722,0.0486,2.6491,0.0,0
97.28,96.31,1,0.2701,0,0.2566,0.007,3.8855,0.0,0
100.0,91.63,1,0.2487,0,0.2316,0.0093,3.3683,0.0279,0
98.07,91.91,1,0.2542,0,0.2575,0.0477,1.8095,0.0,0
100.0,97.1,1,0.2533,0,0.2051,0.0046,3.7052,0.0,0
98.81,96.84,1,0.28,0,0.2056,0.0408,1.7267,0.0,0
97.77,96.13,1,0.2088,0,0.2231,0.0414,2.631,0.0112,0
100.0,96.36,1,0.2803,0,0.2292,0.011,3.4642,0.0418,0
99.25,90.07,1,0.2071,0,0.2195,0.0181,2.5163,0.0,0
99.32,91.19,1,0.233,0,0.214,0.0456,2.6916,0.0476,0
99.43,93.79,1,0.299,0,0.298,0.0319,3.281,0.0141,0
98.41,89.99,1,0.2831,0,0.2614,0.042,1.9333,0.0112,0
98.81,89.85,1,0.2588,0,0.2298,0.041,3.4268,0.0402,0
98.79,93.27,1,0.2245,0,0.2795,0.0258,2.7969,0.0,0
100.0,100.0,1,0.2676,0,0.2222,0.0032,2.397,0.0,0
100.0,95.6,1,0.2858,0,0.2641,0.027,1.7212,0.0438,0
100.0,89.89,1,0.2715,0,0.2194,0.0014,2.7155,0.0,0
100.0,96.85,1,0.2757,0,0.2625,0.0163,3.9721,0.0,0
100.0,91.98,1,0.2203,0,0.2424,0.0064,2.4869,0.0,0
100.0,89.9,1,0.2493,0,0.2298,0.021,2.9192,0.0,0
97.91,96.23,1,0.2286,0,0.2821,0.0046,2.8826,0.0439,0
98.15,90.15,1,0.2311,0,0.2436,0.0201,3.0426,0.0486,0
97.95,94.14,1,0.2946,0,0.254,0.0017,1.5035,0.0,0
99.93,92.48,1,0.262,0,0.2867,0.0159,2.078,0.0,0
100.0,89.89,1,0.2207,0,0.2044,0.0199,3.2745,0.0,0
100.0,89.91,1,0.2276,0,0.215,0.0107,3.0283,0.0292,0
99.33,91.15,1,0.2839,0,0.2322,0.048,1.9165,0.0016,0
49.29,66.58,1,0.2084,0,0.217,0.0145,2.0938,0.603,1
100.0,92.73,1,0.2984,0,0.2399,0.0305,2.8224,0.0428,0
100.0,98.0,1,0.2651,0,0.2771,0.014,3.0456,0.0353,0
97.56,93.46,1,0.2354,0,0.2691,0.0398,2.0564,0.0133,0
99.92,95.88,1,0.2841,0,0.2598,0.0343,1.6872,0.0,0
97.86,93.47,1,0.2923,0,0.2623,0.0394,3.6342,0.0448,0
98.46,88.76,1,0.2573,0,0.2107,0.0082,1.8881,0.0,0
99.38,95.9,1,0.2883,0,0.2766,0.0176,1.8332,0.0,0
97.52,94.1,1,0.2651,0,0.2758,0.0101,3.1878,0.0092,0
99.19,93.52,1,0.2387,0,0.2783,0.0353,2.2266,0.0138,0
99.77,94.16,1,0.2948,0,0.2841,0.034,1.7484,0.0,0
100.0,90.93,1,0.2239,0,0.2492,0.0488,3.8399,0.0318,0
97.67,95.4,1,0.2986,0,0.2893,0.0451,1.948,0.0,0
98.95,92.25,1,0.2413,0,0.2913,0.0468,3.162,0.0,0
100.0,93.66,1,0.2942,0,0.2405,0.029,2.6685,0.0,0
97.7,95.81,1,0.2251,0,0.2541,0.0074,1.7011,0.0,0
100.0,91.12,1,0.25,0,0.269,0.0467,2.0547,0.0256,0
26.17,53.46,0,0.7921,1,0.7724,1.425,2.8338,0.7628,1
100.0,93.47,1,0.2583,0,0.231,0.0207,2.0493,0.0,0
100.0,92.07,1,0.2845,0,0.2203,0.0277,2.5402,0.0,0
99.09,89.18,1,0.2377,0,0.2695,0.0049,2.3118,0.0,0
100.0,92.64,1,0.2404,0,0.2678,0.0185,3.5524,0.0,0
97.57,95.98,1,0.2683,0,0.2052,0.0402,3.7289,0.0,0
100.0,89.31,1,0.2152,0,0.2819,0.0488,2.6302,0.0171,0
100.0,91.33,1,0.2062,0,0.2764,0.0242,3.276,0.0,0
98.04,91.14,1,0.2024,0,0.2204,0.0142,2.0632,0.0,0
98.62,94.08,1,0.239,0,0.2453,0.0387,2.6849,0.0502,0
98.09,94.46,1,0.275,0,0.2417,0.0427,1.9138,0.0113,0
98.56,94.05,1,0.2486,0,0.2838,0.0318,2.4034,0.0,0
98.69,91.41,1,0.277,0,0.2278,0.0241,1.6938,0.0,0
100.0,95.67,1,0.2064,0,0.242,0.0447,2.7319,0.0,0
99.32,91.48,1,0.2077,0,0.2259,0.0338,2.2801,0.0,0
100.0,92.44,1,0.2203,0,0.2209,0.0,1.7324,0.0,0
99.32,97.97,1,0.2714,0,0.2108,0.0486,3.5155,0.0,0
99.47,94.98,1,0.2014,0,0.2002,0.0357,3.4016,0.0329,0
98.06,96.15,1,0.2807,0,0.2452,0.0241,3.3305,0.027,0
98.52,93.2,1,0.2491,0,0.2452,0.0008,3.8799,0.0353,0
100.0,98.17,1,0.2235,0,0.2814,0.0023,3.5329,0.0,0
97.07,94.16,1,0.2105,0,0.288,0.0484,3.1329,0.0,0
99.95,92.74,1,0.2831,0,0.2158,0.0398,2.0595,0.0357,0
98.09,90.92,1,0.276,0,0.2088,0.0048,1.6946,0.0503,0
97.27,94.04,1,0.2032,0,0.2442,0.0374,1.5303,0.0186,0
100.0,92.03,1,0.2549,0,0.2411,0.0086,1.7149,0.0405,0
97.27,97.34,1,0.2308,0,0.2443,0.0194,1.5137,0.008,0
100.0,89.5,1,0.2184,0,0.2793,0.0253,1.7168,0.0368,0
99.79,95.43,1,0.2565,0,0.2552,0.0452,2.9245,0.008,0
100.0,92.95,1,0.2506,0,0.2047,0.0026,1.6635,0.0,0
97.21,93.12,1,0.2138,0,0.2387,0.0067,2.3084,0.0,0
97.3,95.47,1,0.2222,0,0.2404,0.0386,3.706,0.0,0
98.06,89.56,1,0.2529,0,0.2421,0.0498,3.8801,0.0346,0
100.0,91.32,1,0.2293,0,0.2657,0.0388,3.2816,0.0106,0
98.01,98.27,1,0.2644,0,0.2976,0.0389,3.4676,0.047,0
100.0,100.0,1,0.271,0,0.2346,0.0265,3.0108,0.0,0
100.0,96.82,1,0.2106,0,0.2256,0.0172,3.8396,0.012,0
100.0,92.97,1,0.2627,0,0.2977,0.0071,2.9271,0.0,0
99.36,92.51,1,0.2607,0,0.2403,0.0091,3.2678,0.0,0
99.9,93.08,1,0.21,0,0.262,0.0222,2.6786,0.0,0
100.0,95.04,1,0.2499,0,0.2153,0.0482,2.0146,0.0,0
100.0,97.57,1,0.2753,0,0.2958,0.0304,3.2868,0.0,0
97.48,92.48,1,0.2917,0,0.2236,0.0433,2.0904,0.0,0
99.11,95.2,1,0.2274,0,0.2873,0.0122,1.8014,0.0,0
100.0,91.27,1,0.2269,0,0.2244,0.0196,3.6255,0.0,0
99.14,85.53,1,0.2264,0,0.2562,0.0366,2.6703,0.0097,0
99.51,88.93,1,0.2457,0,0.2674,0.0034,2.1391,0.0,0
100.0,92.61,1,0.2859,0,0.2461,0.0138,3.0296,0.0084,0
97.79,94.38,1,0.2037,0,0.2279,0.0282,3.7745,0.0,0
100.0,93.47,1,0.273,0,0.2157,0.035,2.1711,0.0297,0
99.38,87.73,1,0.2356,0,0.2391,0.0218,3.7558,0.0,0
100.0,99.62,1,0.248,0,0.2373,0.0433,2.3544,0.0204,0
99.42,94.11,1,0.2631,0,0.2693,0.0292,2.1502,0.0,0
97.03,93.89,1,0.2335,0,0.2627,0.0326,1.6755,0.0444,0
99.8,92.18,1,0.2353,0,0.206,0.0135,3.6304,0.051,0
100.0,92.74,1,0.2571,0,0.2242,0.0164,2.0532,0.034,0
100.0,94.56,1,0.2525,0,0.2135,0.002,2.1516,0.0,0
98.24,92.25,1,0.2667,0,0.2279,0.0038,3.4558,0.0,0
99.01,95.96,1,0.2637,0,0.221,0.0482,3.705,0.0101,0
100.0,90.48,1,0.2066,0,0.2707,0.0275,3.8355,0.0018,0
100.0,91.49,1,0.2484,0,0.2731,0.0061,3.1342,0.0,0
97.22,94.67,1,0.2188,0,0.2498,0.0156,3.7263,0.0,0
100.0,93.06,1,0.227,0,0.2096,0.0317,2.5376,0.0069,0
100.0,93.28,1,0.2585,0,0.2517,0.0429,3.6587,0.0,0
100.0,89.79,1,0.2912,0,0.2792,0.0033,3.7251,0.0,0
99.99,95.28,1,0.2116,0,0.252,0.0227,3.0111,0.0,0
100.0,89.68,1,0.2659,0,0.2124,0.0034,2.5563,0.0295,0
100.0,93.82,1,0.3,0,0.2664,0.0231,1.6992,0.0,0
100.0,94.0,1,0.232,0,0.2128,0.0361,3.7464,0.0118,0
99.09,94.29,1,0.2018,0,0.2727,0.0387,3.6341,0.0379,0
97.31,94.82,1,0.2797,0,0.2521,0.0137,2.5103,0.0,0
97.3,91.84,1,0.2696,0,0.2178,0.0134,2.466,0.0,0
98.6,95.4,1,0.2649,0,0.2146,0.0494,2.3958,0.0,0
97.51,88.75,1,0.2193,0,0.2453,0.0058,1.8555,0.0,0
100.0,86.95,1,0.2391,0,0.2659,0.0323,3.519,0.0,0
100.0,92.01,1,0.2206,0,0.2235,0.0368,2.5205,0.0313,0
100.0,88.09,1,0.2705,0,0.2734,0.0387,2.3591,0.0,0
99.73,95.29,1,0.2269,0,0.2216,0.0333,3.3783,0.0186,0
100.0,90.83,1,0.2131,0,0.2456,0.0208,3.8509,0.0,0
100.0,93.22,1,0.2015,0,0.2503,0.0059,2.5206,0.0498,0
99.51,98.39,1,0.292,0,0.29,0.0286,3.205,0.0,0
97.06,86.82,1,0.2694,0,0.203,0.0295,1.7302,0.0,0
100.0,100.0,1,0.238,0,0.2761,0.0326,3.708,0.0,0
98.44,87.08,1,0.29,0,0.2716,0.0464,3.8565,0.0,0
100.0,99.87,1,0.2967,0,0.247,0.022,1.8234,0.0459,0
98.42,92.7,1,0.2788,0,0.2733,0.0479,3.02,0.0434,0
100.0,92.93,1,0.2749,0,0.2265,0.0107,2.6965,0.007,0
97.87,86.68,1,0.2221,0,0.2402,0.0127,3.1202,0.0,0
100.0,88.28,1,0.2111,0,0.2783,0.0063,1.8726,0.038,0
99.73,92.68,1,0.2157,0,0.208,0.0038,3.311,0.0,0
98.66,94.64,1,0.2961,0,0.2649,0.0232,2.3843,0.0,0
100.0,93.98,1,0.2296,0,0.2378,0.0317,3.0505,0.034,0
100.0,95.23,1,0.2253,0,0.2511,0.0196,2.9059,0.0372,0
99.22,92.65,1,0.2576,0,0.256,0.0276,3.7218,0.0015,0
100.0,98.78,1,0.2291,0,0.2402,0.0201,2.6898,0.0,0
98.43,93.19,1,0.2517,0,0.2,0.0022,3.8791,0.0222,0
100.0,88.96,1,0.2722,0,0.2559,0.0087,1.5687,0.0,0
97.81,91.52,1,0.2124,0,0.2737,0.0134,2.389,0.0,0
99.87,93.3,1,0.269,0,0.2754,0.0317,2.7765,0.0251,0
66.02,52.69,1,0.7552,0,0.7907,0.0433,1.5881,0.6473,1
98.11,91.52,1,0.2263,0,0.2514,0.0091,3.2197,0.0129,0
58.62,65.19,1,0.2612,0,0.2576,0.0113,2.1042,0.5666,1
100.0,92.87,1,0.2922,0,0.2555,0.0358,1.5243,0.0,0
100.0,95.61,1,0.2302,0,0.2819,0.0478,2.4453,0.019,0
99.41,86.96,1,0.2624,0,0.2054,0.0177,2.6094,0.0,0
100.0,90.69,1,0.2236,0,0.2468,0.016,3.9211,0.0333,0
98.1,89.14,1,0.252,0,0.2611,0.0181,1.8309,0.0,0
100.0,93.24,1,0.2657,0,0.2091,0.0085,2.1619,0.0342,0
100.0,96.95,1,0.2826,0,0.2857,0.0246,3.9206,0.0494,0
99.33,93.03,1,0.2658,0,0.2937,0.0272,3.3988,0.0,0
99.55,94.38,1,0.2979,0,0.2327,0.0079,2.3311,0.0109,0
99.33,88.69,1,0.2652,0,0.2185,0.0112,2.727,0.0,0
99.91,86.24,1,0.23,0,0.2677,0.0101,3.7113,0.0,0
99.66,97.46,1,0.2876,0,0.2729,0.0303,3.5165,0.0,0
97.6,94.42,1,0.2119,0,0.213,0.0356,2.4786,0.0475,0
100.0,90.18,1,0.251,0,0.2407,0.0153,1.7085,0.0422,0
99.55,92.47,1,0.2456,0,0.2959,0.0383,1.8643,0.0223,0
100.0,94.63,1,0.2558,0,0.2835,0.0455,2.7829,0.0181,0
99.88,87.14,1,0.2752,0,0.2538,0.0259,3.3483,0.0241,0
97.14,93.57,1,0.2244,0,0.2694,0.0455,2.6076,0.0412,0
98.55,92.66,1,0.249,0,0.2125,0.0313,3.1168,0.0003,0
97.57,95.83,1,0.2586,0,0.2579,0.0098,3.153,0.0,0
98.99,93.96,1,0.2483,0,0.2742,0.0128,2.9398,0.0,0
100.0,97.23,1,0.247,0,0.2255,0.0295,2.788,0.0,0
100.0,95.32,1,0.2385,0,0.2767,0.0113,2.0862,0.006,0
100.0,94.42,1,0.261,0,0.2605,0.0002,1.8666,0.0,0
100.0,94.83,1,0.2484,0,0.2247,0.013,3.7647,0.0,0
97.5,96.09,1,0.2451,0,0.2462,0.0026,2.5264,0.0304,0
100.0,86.28,1,0.2792,0,0.2502,0.0449,3.4845,0.0263,0
99.61,93.51,1,0.2879,0,0.2064,0.0343,2.242,0.0285,0
53.04,52.35,1,0.7433,0,0.7727,0.0015,2.9764,0.7155,1
100.0,93.83,1,0.2716,0,0.2509,0.0024,1.883,0.0,0
98.09,87.61,1,0.2893,0,0.2215,0.0014,2.7137,0.0288,0
100.0,87.04,1,0.2017,0,0.2042,0.0398,2.4002,0.0197,0
100.0,95.77,1,0.2035,0,0.2736,0.0393,2.2151,0.0352,0
100.0,93.37,1,0.2463,0,0.2193,0.0369,1.8419,0.0519,0
97.48,91.73,1,0.2639,0,0.2922,0.0075,3.6378,0.0,0
100.0,98.01,1,0.2084,0,0.2777,0.0493,3.9654,0.0238,0
97.69,86.08,1,0.2088,0,0.2754,0.0423,3.3648,0.0,0
99.7,96.63,1,0.231,0,0.2829,0.0321,3.4651,0.0264,0
100.0,94.42,1,0.2393,0,0.226,0.034,2.1939,0.0,0
99.44,91.91,1,0.2381,0,0.2889,0.0192,3.1521,0.0148,0
100.0,93.95,1,0.2616,0,0.2093,0.0285,1.6648,0.0,0
99.7,95.61,1,0.268,0,0.2567,0.0172,3.0849,0.0,0
100.0,91.76,1,0.2935,0,0.2735,0.0357,3.4223,0.0,0
98.7,93.01,1,0.2369,0,0.2098,0.0168,1.6062,0.0317,0
100.0,96.4,1,0.2057,0,0.2085,0.0475,2.1227,0.0,0
100.0,90.58,1,0.2044,0,0.2147,0.0484,2.9342,0.0,0
100.0,90.02,1,0.2671,0,0.2073,0.0127,2.4626,0.0146,0
97.21,98.52,1,0.2975,0,0.2729,0.0412,2.8662,0.0295,0
100.0,94.1,1,0.2314,0,0.2235,0.0051,3.1861,0.0,0
99.03,95.49,1,0.2068,0,0.297,0.0128,3.5869,0.0,0
97.25,94.38,1,0.2671,0,0.2499,0.0132,1.7511,0.0,0
97.16,94.62,1,0.2005,0,0.2415,0.0311,3.9291,0.0,0
97.85,94.97,1,0.2457,0,0.2915,0.0459,2.9133,0.0,0
100.0,94.36,1,0.2565,0,0.2021,0.0148,1.6821,0.0036,0
98.86,94.09,1,0.245,0,0.257,0.0213,2.272,0.0,0
97.71,95.38,1,0.276,0,0.2207,0.0195,1.8959,0.0075,0
98.83,88.83,1,0.2924,0,0.2532,0.019,2.3256,0.0,0
100.0,91.26,1,0.2534,0,0.2515,0.0288,1.9543,0.0,0
70.03,67.65,1,0.2786,0,0.2707,0.0337,2.0061,0.6096,1
100.0,97.48,1,0.202,0,0.2319,0.0199,1.7747,0.0,0
97.82,92.55,1,0.2229,0,0.2883,0.0403,2.178,0.0128,0
97.44,89.6,1,0.2964,0,0.2806,0.0294,2.7407,0.0,0
100.0,96.51,1,0.2199,0,0.213,0.0136,1.6484,0.0104,0
100.0,87.75,1,0.2564,0,0.2979,0.0186,3.6203,0.0,0
100.0,93.97,1,0.2563,0,0.2872,0.0482,2.225,0.0,0
65.86,68.77,1,0.7735,0,0.7385,0.0301,2.4209,0.699,1
68.58,44.19,1,0.2541,0,0.2992,0.025,2.7407,0.6283,1
100.0,93.46,1,0.2311,0,0.2995,0.0124,3.1038,0.0,0
99.38,89.81,1,0.2034,0,0.2542,0.0267,3.5146,0.0,0
100.0,95.52,1,0.2626,0,0.23,0.0041,2.8964,0.007,0
98.48,91.92,1,0.2574,0,0.2947,0.02,3.19,0.0,0
99.81,92.29,1,0.2433,0,0.2547,0.0433,2.9452,0.0,0
98.18,97.17,1,0.2641,0,0.2627,0.0216,3.3313,0.0,0
100.0,93.77,1,0.2117,0,0.2394,0.0421,2.6997,0.0,0
100.0,92.43,1,0.2253,0,0.2948,0.002,1.7292,0.0,0
99.38,93.7,1,0.2765,0,0.2723,0.0069,3.1442,0.0464,0
100.0,89.64,1,0.2159,0,0.2781,0.0367,2.1918,0.0,0
100.0,86.88,1,0.2854,0,0.2098,0.0372,2.4029,0.0,0
100.0,94.99,1,0.2377,0,0.2695,0.0323,2.8247,0.0,0
99.6,95.35,1,0.2987,0,0.2442,0.0461,2.5692,0.0224,0
100.0,95.01,1,0.2421,0,0.2757,0.0264,3.1843,0.0258,0
100.0,91.93,1,0.2185,0,0.2458,0.0363,2.6965,0.0,0
98.14,92.04,1,0.2552,0,0.2907,0.0136,1.6195,0.0336,0
97.86,89.6,1,0.2058,0,0.2608,0.0307,2.7998,0.0,0
99.04,91.62,1,0.2523,0,0.212,0.0387,3.6513,0.0,0
100.0,88.99,1,0.2574,0,0.2967,0.0349,2.509,0.0494,0
100.0,90.68,1,0.2884,0,0.2987,0.0404,3.1668,0.0396,0
100.0,98.35,1,0.2244,0,0.2764,0.0202,1.6813,0.0,0
99.4,85.82,1,0.246,0,0.2921,0.0141,2.8796,0.0312,0
98.78,79.69,1,0.2551,0,0.2074,0.0138,3.7074,0.0062,0
99.67,92.02,1,0.2308,0,0.222,0.0402,3.9097,0.0448,0
100.0,95.79,1,0.2237,0,0.2792,0.0427,1.9831,0.0,0
100.0,93.44,1,0.2036,0,0.2424,0.0104,3.5537,0.0,0
100.0,90.88,1,0.2716,0,0.2873,0.0186,3.9662,0.0132,0
100.0,95.89,1,0.253,0,0.2396,0.046,2.2788,0.0,0
100.0,98.34,1,0.2619,0,0.2527,0.0007,3.2914,0.0,0
99.33,96.48,1,0.2176,0,0.2819,0.0174,1.7286,0.0364,0
99.41,93.2,1,0.2206,0,0.21,0.0307,2.2576,0.016,0
98.68,86.65,1,0.2757,0,0.2663,0.0074,3.3769,0.014,0
98.95,96.3,1,0.2767,0,0.2005,0.0343,3.9925,0.0,0
98.24,86.45,1,0.2927,0,0.2113,0.0146,2.7348,0.0,0
99.1,81.05,1,0.2344,0,0.2301,0.0471,2.4787,0.0309,0
99.45,91.63,1,0.2613,0,0.2278,0.0037,2.9272,0.0,0
100.0,92.45,1,0.234,0,0.2583,0.0433,3.6296,0.0,0
100.0,92.84,1,0.255,0,0.2459,0.03,2.3031,0.0208,0
100.0,94.84,1,0.2688,0,0.2201,0.031,1.6955,0.0,0
99.07,92.18,1,0.2915,0,0.2583,0.0008,3.2021,0.0,0
99.6,93.91,1,0.2856,0,0.2599,0.0453,1.8549,0.046,0
100.0,90.2,1,0.2672,0,0.2207,0.0425,3.9363,0.0,0
100.0,93.05,1,0.2019,0,0.2032,0.0224,3.641,0.0093,0
